date,open,high,low,close
2025-12-21 07:00:00,88070.0,88150.0,88030.0,88150.0
2025-12-21 08:00:00,88150.0,88720.0,88110.0,88500.0
2025-12-21 09:00:00,88500.0,89050.0,88470.0,88860.0
2025-12-21 10:00:00,88860.0,88940.0,88540.0,88630.0
2025-12-21 11:00:00,88630.0,88710.0,88540.0,88570.0
2025-12-21 12:00:00,88570.0,88900.0,88430.0,88600.0
2025-12-21 13:00:00,88600.0,88670.0,87500.0,87640.0
2025-12-21 14:00:00,87640.0,88140.0,87580.0,88030.0
2025-12-21 15:00:00,88030.0,88230.0,87760.0,88040.0
2025-12-21 16:00:00,88040.0,88340.0,87960.0,88320.0
2025-12-21 17:00:00,88320.0,88470.0,88250.0,88300.0
2025-12-21 18:00:00,88300.0,88440.0,87910.0,88420.0
2025-12-21 19:00:00,88420.0,88580.0,88170.0,88460.0
2025-12-21 20:00:00,88460.0,88480.0,88200.0,88210.0
2025-12-21 21:00:00,88210.0,88370.0,88070.0,88140.0
2025-12-21 22:00:00,88140.0,88470.0,88090.0,88450.0
2025-12-21 23:00:00,88450.0,88790.0,88340.0,88620.0
